CATEGORY,BARCODE,NAME,PRICE,PRICE_NORMALIZED,IMAGE,PL,CATEGORY_NAME,UNIT,DISPLAY,retailer_name,from,until,null,PRICE         
11,5201037508902,ΦΡΕΣΚΟ ΓΑΛΑ ΔΕΛΤΑ ΚΑΘΗΜΕΡΙΝΑ ΕΛΑΦΡΥ 1L,1.78,1.78,1543287.jpg,0,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,Σκλαβενίτης,24-07-2024,30-07-2024,,
11,5204139001395,ΦΡΕΣΚΟ ΓΑΛΑ ΕΒΟΛ ΔΙΑΛΕΧΤΟ ΑΓΕΛΑΔΟΣ 1.5%ΛΙΠ.1L,1.68,1.68,5667019.jpg,0,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,Σκλαβενίτης,24-07-2024,30-07-2024,,
12,8716200673747,ΓΑΛΑ ΝΟΥΝΟΥ ΣΥΜΠΥΚΝΩΜΕΝΟ 6Χ400G,6.34,2.64,1210601.jpg,0,Γάλα Εβαπορέ,lt,,Σκλαβενίτης,24-07-2024,30-07-2024,,
12,8716200673761,ΓΑΛΑ ΝΟΥΝΟΥ ΣΥΜΠΥΚΝΩΜΕΝΟ ΕΛΑΦΡΥ 6Χ400G,6.34,2.64,1210602.jpg,0,Γάλα Εβαπορέ,lt,,Σκλαβενίτης,24-07-2024,30-07-2024,,
13,5202576210578,ΓΙΑΟΥΡΤΙ ΑΓΕΛΑΔ ΜΑΡΑΤΑ 3.9% ΕΛΛ.3Χ200ΓΡ,1.3,2.17,1221833.jpg,1,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις,kg,,Σκλαβενίτης,24-07-2024,30-07-2024,,
13,5201054031162,ΓΙΑΟΥΡΤΙ ΦΑΓΕ ΑΓΕΛΑΔΙΤΣΑ 4%ΛΙΠ 3Χ200G,2.05,3.42,7182637.jpg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις,kg,,Σκλαβενίτης,24-07-2024,30-07-2024,,
14,5202576043992,ΓΙΑΟΥΡΤΙ ΑΓΕΛΑΔΟΣ ΜΑΡΑΤΑ 2% ΕΛΛ 3Χ200ΓΡ,1.3,2.17,1221836.jpg,1,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις (Χαμηλά Λιπαρά <2%),kg,,Σκλαβενίτης,24-07-2024,30-07-2024,,
14,5201054031889,ΓΙΑΟΥΡΤΙ ΦΑΓΕ ΑΓΕΛΑΔΙΤΣΑ 0%ΛΙΠ 3Χ200G,2.05,3.42,2935161.jpg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις (Χαμηλά Λιπαρά <2%),kg,,Σκλαβενίτης,24-07-2024,30-07-2024,,
14,5201054031896,ΓΙΑΟΥΡΤΙ ΦΑΓΕ ΑΓΕΛΑΔΙΤΣΑ 2%ΛΙΠ 3Χ200G,2.05,3.42,2935179.jpg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις (Χαμηλά Λιπαρά <2%),kg,,Σκλαβενίτης,24-07-2024,30-07-2024,,
15,5200103211081,ΦΕΤΑ ΠΟΠ ΚΑΡΑΛΗ ΣΕ VACUUM 400G,3.95,9.88,1584112.jpg,0,Τυρί Φέτα,kg,,Σκλαβενίτης,24-07-2024,30-07-2024,,
15,0,ΦΕΤΑ ΠΟΠ ΜΥΤΙΛΗΝΗΣ ΘΥΜΕΛΗΣ ΔΟΧΕΙΟ,9.9,9.9,5662325.jpg,0,Τυρί Φέτα,kg,,Σκλαβενίτης,24-07-2024,30-07-2024,,
16,0,ΓΚΟΥΝΤΑ ΟΛΛΑΝΔΙΑΣ ΦΡΑΤΖΟΛΑ,6.4,6.4,1169800.jpg,0,Τυρί Γκούντα,kg,,Σκλαβενίτης,24-07-2024,30-07-2024,,
16,0,ΓΚΟΥΝΤΑ ΓΕΡΜΑΝΙΑΣ ΦΡΑΤΖΟΛΑ,6.4,6.4,1222113.jpg,0,Τυρί Γκούντα,kg,,Σκλαβενίτης,24-07-2024,30-07-2024,,
16,5202576461208,ΓΚΟΥΝΤΑ ΓΕΡΜΑΝΙΑΣ ΦΕΤΕΣ 350ΓΡ,2.21,6.31,1223810.jpg,0,Τυρί Γκούντα,kg,,Σκλαβενίτης,24-07-2024,30-07-2024,,
17,0,ΓΚΟΥΝΤΑ ΑΥΣΤΡΙΑΣ ALPILAND LIGHT ΦΡΑΤΖΟΛΑ,7.9,7.9,1583637.jpg,0,Τυρί με Χαμηλά Λιπαρά,kg,,Σκλαβενίτης,24-07-2024,30-07-2024,,
18,5202576097759,ΤΟΜΑΤΑ ΜΑΡΑΤΑ PASSATA 500G,0.52,1.04,1221484.jpg,1,Χυμός Τομάτας Διατηρημένος,kg,,Σκλαβενίτης,24-07-2024,30-07-2024,,
18,5201106271270,PUMMARO ΚΛΑΣΣΙΚΟ ΕΛΑΦΡ.ΣΥΜΠ 500ΓΡ,0.68,1.36,8408452.jpg,0,Χυμός Τομάτας Διατηρημένος,kg,,Σκλαβενίτης,24-07-2024,30-07-2024,,
19,52013201,ΑΥΓΑ ΤΣΑΟΥΣΗ LARGE 6 TEM,1.95,0.33,1223799.jpg,0,Αυγά,τμχ,,Σκλαβενίτης,24-07-2024,30-07-2024,,
19,5202930130016,ΧΡΥΣΑ ΑΥΓΑ 63-73G+ 6ΤEM,1.95,0.33,5163068.jpg,0,Αυγά,τμχ,,Σκλαβενίτης,24-07-2024,30-07-2024,,
20,5208069003115,ΛΙΠΑΡΗ ΥΛΗ SUPER FRESCO ΠΑΚ.200G,0.75,3.75,1560454.jpg,0,Μαργαρίνες,kg,,Σκλαβενίτης,24-07-2024,30-07-2024,,
20,5200106300805,ΜΑΡΓΑΡΙΝΗ ARISTON SOFT 60%ΛΙΠ.500G,1.9,3.8,1603319.jpg,0,Μαργαρίνες,kg,,Σκλαβενίτης,24-07-2024,30-07-2024,,
21,5213002470060,ΕΛΑΙΟΛΑΔΟ ΜΟLΟΝ LAVE ΕΞ.ΠΑΡΘΕNΟ 1L,10.9,10.9,1591730.jpg,0,Παρθένο Ελαιόλαδο,lt,,Σκλαβενίτης,24-07-2024,30-07-2024,,
22,5200131610009,ΗΛΙΕΛΑΙΟ EL DION 1L,1.45,1.45,1573615.jpg,0,Ηλιέλαιο,lt,,Σκλαβενίτης,24-07-2024,30-07-2024,,
23,5202977021148,ΑΡΑΚΑΣ ΑΙΝΟΣ ΕΛΛΗΝΙΚΟΣ 1KG,2.55,2.55,1221441.jpg,0,Λαχανικά Κατεψυγμένα,kg,,Σκλαβενίτης,24-07-2024,30-07-2024,,
23,5201262221904,ΑΡΑΚΑΣ ΜΠΑΡΜΠΑ ΣΤΑΘΗΣ 1100G,3.18,2.89,1595508.jpg,0,Λαχανικά Κατεψυγμένα,kg,,Σκλαβενίτης,24-07-2024,30-07-2024,,
23,5201262221966,ΦΑΣΟΛΑΚΙΑ ΜΠΑΡΜΠΑ ΣΤΑΘΗΣ ΠΛΑΤΙΑ 1100G,3.24,2.95,1610926.jpg,0,Λαχανικά Κατεψυγμένα,kg,,Σκλαβενίτης,24-07-2024,30-07-2024,,
23,5201262221973,ΦΑΣΟΛΑΚΙΑ ΜΠΑΡΜΠΑ ΣΤΑΘΗΣ ΣΤΡΟΓΓΥΛΑ 1100G,3.08,2.8,1610927.jpg,0,Λαχανικά Κατεψυγμένα,kg,,Σκλαβενίτης,24-07-2024,30-07-2024,,
23,5202977021025,ΦΑΣΟΛΑΚΙΑ ΑΙΝΟΣ ΣΤΡΟΓΓΥΛΑ ΕΛΛΗΝΙΚΑ 1KG,2.65,2.65,4638888.jpg,0,Λαχανικά Κατεψυγμένα,kg,,Σκλαβενίτης,24-07-2024,30-07-2024,,
24,5200120912039,ΖΑΧΑΡΗ ROYAL SUGAR ΛΕΥΚΗ ΚΡΥΣΤΑΛΛΙΚΗ 1KG,0.83,0.83,1195021.jpg,0,Λευκή Ζάχαρη,kg,,Σκλαβενίτης,24-07-2024,30-07-2024,,
24,5213004880003,ΖΑΧΑΡΗ ΛΕΥΚΗ ΚΡΥΣΤΑΛ.CRIST.1KG Ε.Ε,0.83,0.83,1217252.jpg,0,Λευκή Ζάχαρη,kg,,Σκλαβενίτης,24-07-2024,30-07-2024,,
24,5213003400004,ΖΑΧΑΡΗ SUDZUCKER ΛΕΥΚΗ ΚΡΥΣΤΑΛΛ.ΕΕ 1KG,0.83,0.83,1217799.jpg,0,Λευκή Ζάχαρη,kg,,Σκλαβενίτης,24-07-2024,30-07-2024,,
24,5202576101616,ΖΑΧΑΡΗ ΣΚΛΑΒΕΝΙΤΗΣ Ε.Ε. ΓΑΛΑΖΙΑ 1KG,0.83,0.83,1221708.jpg,1,Λευκή Ζάχαρη,kg,,Σκλαβενίτης,24-07-2024,30-07-2024,,
24,5206558099120,ΖΑΧΑΡΗ ΛΕΥΚΗ ΚΡΥΣΤΑΛ.SUGARTIA 1K EE,0.83,0.83,1548652.jpg,0,Λευκή Ζάχαρη,kg,,Σκλαβενίτης,24-07-2024,30-07-2024,,
25,5201002013790,ΦΑΡΙΝ ΛΑΚΤΕ ΓΙΩΤΗΣ ΣΕ ΣΚΟΝΗ 300G(-0.20E),2.43,8.1,1600702.jpg,0,Κρέμες για βρέφη,kg,,Σκλαβενίτης,24-07-2024,30-07-2024,,
25,5201002000233,ΦΑΡΙΝ ΛΑΚΤΕ ΓΙΩΤΗΣ ΣΕ ΣΚΟΝΗ 300G,2.43,8.1,4087839.jpg,0,Κρέμες για βρέφη,kg,,Σκλαβενίτης,24-07-2024,30-07-2024,,
26,5202353004819,ΓΑΛΑ NUTRICIA ALMIRON GROWING UP 1+ΕΤΟΥΣ 1L,2.13,2.13,1063898.jpg,0,Γάλα για βρέφη,kg,,Σκλαβενίτης,24-07-2024,30-07-2024,,
27,5202576707757,ΚΑΦΕΣ ΕΛΛΗΝΙΚΟΣ BONORA 96ΓΡ,1.05,10.94,1226004.jpg,1,Ελληνικός Καφές,kg,,Σκλαβενίτης,24-07-2024,30-07-2024,,
28,5208046257876,ΚΑΦΕΣ ΣΤΙΓΜΗΣ BONORA 100G,2.3,23,1221515.jpg,1,Στιγμιαίος Καφές,kg,,Σκλαβενίτης,24-07-2024,30-07-2024,,
29,5202576460812,ΚΑΦΕΣ ΦΙΛΤΡΟΥ ΒΟΝΟRA ΚΛΑΣΣ 500ΓΡ,5.7,11.4,1221463.jpg,1,Γαλλικός Καφές,kg,,Σκλαβενίτης,24-07-2024,30-07-2024,,
30,5201434000542,ΓΛΥΚΑΝΤΙΚΟ SLIM LINE ΣΚΟΝΗ 90G,3.33,37,4674966.jpg,0,Γλυκαντικές Ουσίες Κατάλληλες για Διαβητικούς,kg,diabetes,Σκλαβενίτης,24-07-2024,30-07-2024,,
32,5202576250154,ΦΑΚΕΣ ΧΟΝΔΡΕΣ ΣΚΛΑΒΕΝΙΤΗΣ ΕΙΣ.500G,1.05,2.1,1223406.jpg,1,Φακές,kg,,Σκλαβενίτης,24-07-2024,30-07-2024,,
32,5201399011270,ΦΑΚΕΣ 3ΑΛΦΑ ΨΙΛΕΣ ΕΙΣΑΓΩΓΗΣ 500G,1.83,3.66,4143988.jpg,0,Φακές,kg,,Σκλαβενίτης,24-07-2024,30-07-2024,,
33,5201005001725,ΧΥΜΟΣ ΦΥΣ ΠΟΡΤΟΚΑΛΙ ΑΜΙΤΑ 1L,2.02,2.02,4103982.jpg,0,Χυμός Πορτοκάλι,lt,,Σκλαβενίτης,24-07-2024,30-07-2024,,
35,5202576872189,DROLIO ΥΓΡΟ ΠΛΥΝΤ.ΡΟΥΧΩΝ ΑΡ.ΛΟΥΛΟΥΔ 38ΠΛ,3.55,0.09,1421255.jpg,1,Απορρυπαντικά Πλυντηρίου,μεζ,,Σκλαβενίτης,24-07-2024,30-07-2024,,
35,5201321933601,ESSEX ΣΚΟΝΗ ΠΛΥΝΤ.MULTI ΚΟΥΤΙ 50ΠΛ,6.14,0.12,1560268.jpg,0,Απορρυπαντικά Πλυντηρίου,μεζ,,Σκλαβενίτης,24-07-2024,30-07-2024,,
36,5202576210394,ΧΛΩΡΟΚΑΘΑΡΙΣΤΙΚΟ DROLIO ULT LEMON 1250ML,0.94,0.75,1221642.jpg,1,Απορρυπαντικά για Σφουγγάρισμα - Χλωρίνες,lt,,Σκλαβενίτης,24-07-2024,30-07-2024,,
36,8718951337985,AJAX BOOST ΞΥΔΙ-ΜΗΛΟ 1LT,1.43,1.43,1381856.jpg,0,Απορρυπαντικά για Σφουγγάρισμα - Χλωρίνες,lt,,Σκλαβενίτης,24-07-2024,30-07-2024,,
37,5201314120957,AVA ΥΓΡΟ ΠΙΑΤ ACTION ΞΙΔΙ&ΜΗΛΟ 430ML,1,2.33,1437910.jpg,0,Απορρυπαντικά Πιάτων,lt,,Σκλαβενίτης,24-07-2024,30-07-2024,,
38,5200107431034,ΡΟΛΟ ΚΟΥΖΙΝΑΣ ΓΛΑΡΟΣ 1Τ Χ800ΓΡ,2.5,3.13,1221455.jpg,0,Χαρτί Κουζίνας,kg,,Σκλαβενίτης,24-07-2024,30-07-2024,,
39,6920354836077,ΟΔ/ΜΑ COLGATE BAKING SODA 75ML,1.2,16,4043493.jpg,0,Οδοντόκρεμα,kg,,Σκλαβενίτης,24-07-2024,30-07-2024,,
40,5200107430198,ΡΟΛΑ ΥΓΕΙΑΣ ΓΛΑΡΟΣ ΜΙΝΙ 2Φ 10ΤΕΜΧ75G,2.46,0.25,1405367.jpg,0,Χαρτί Υγείας,τμχ,,Σκλαβενίτης,24-07-2024,30-07-2024,,
41,8700216171380,ΣΕΡΒ/ΤΕΣ ALWAYS UL LONG PL VALUEPACK 18T,2.25,0.13,1596545.jpg,0,Σερβιέτες ή Ταμπόν,τμχ,,Σκλαβενίτης,24-07-2024,30-07-2024,,
42,5202646003543,-0.2ΜΙLLHOUSE QUICK OAT ΝΙΦ ΒΡΩΜ500,0.98,1.96,1225398.jpg,0,Προϊόντα Βρώμης,kg,diabetes,Σκλαβενίτης,24-07-2024,30-07-2024,,
43,3600524029975,ΣΑΜΠ.ELVIVE HYDRA HYALURONIC 700ML,4.55,6.5,1542340.jpg,0,Σαμπουάν,lt,,Σκλαβενίτης,24-07-2024,30-07-2024,,
44,5202576633643,ΣΑΠΟΥΝΙ SETTE LILLY & LIME 125ΓΡ,0.38,3.04,1393550.jpg,1,Σαπούνι Στερεό,kg,,Σκλαβενίτης,24-07-2024,30-07-2024,,
45,5201263086618,SANI PANTS N.2 MEDIUM 14ΤEM.,7.65,0.55,1097010.jpg,0,Πάνες Ακράτειας,τμχ,,Σκλαβενίτης,24-07-2024,30-07-2024,,
45,5201263086625,SANI PANTS N.3 LARGE 14ΤEM,8.98,0.64,1097018.jpg,0,Πάνες Ακράτειας,τμχ,,Σκλαβενίτης,24-07-2024,30-07-2024,,
45,5202576464582,ΠΑΝΕΣ ΑΚΡΑΤ.PANTS SETTE COMF.MED.Νο2 14Τ,6.8,0.49,1300098.jpg,1,Πάνες Ακράτειας,τμχ,,Σκλαβενίτης,24-07-2024,30-07-2024,,
45,5202576464599,ΠΑΝΑ ΑΚΡΑΤ.PANTS SETTE COMF.LARGE Ν3 14Τ,6.9,0.49,1300099.jpg,1,Πάνες Ακράτειας,τμχ,,Σκλαβενίτης,24-07-2024,30-07-2024,,
46,5201263082634,BABYLINO SENSITIVE No5+ 42ΤΕΜ,10,0.24,1176479.jpg,0,Πάνες για Μωρά,τμχ,,Σκλαβενίτης,24-07-2024,30-07-2024,,
46,5201263082603,BABYLINO SENSITIVE ECON.No5 44Τ,10,0.23,7094907.jpg,0,Πάνες για Μωρά,τμχ,,Σκλαβενίτης,24-07-2024,30-07-2024,,
46,5201263082573,BABYLINO SENSITIVE ECONOMY No3 4-9KG 56Τ,10,0.18,7095508.jpg,0,Πάνες για Μωρά,τμχ,,Σκλαβενίτης,24-07-2024,30-07-2024,,
46,5201263082580,BABYLINO SENSITIVE ECON No4 50Τ,10,0.2,7095524.jpg,0,Πάνες για Μωρά,τμχ,,Σκλαβενίτης,24-07-2024,30-07-2024,,
46,5201263082597,BABYLINO SENSITIVE ECON No4+ 46Τ,10,0.22,7095557.jpg,0,Πάνες για Μωρά,τμχ,,Σκλαβενίτης,24-07-2024,30-07-2024,,
47,5201263078125,ΜΩΡ/ΛΑ BABYCARE CALMING 2x63ΤΕΜ+1ΔΩΡΟ,2.9,0.02,1582542.jpg,0,Μωρομάντηλα,τμχ,,Σκλαβενίτης,24-07-2024,30-07-2024,,
48,5201410220056,SEPTONA BABY ΣΑΜΠ/ΑΦΡΟΛ ΑΛΟΗ 500ML,2.54,5.08,1152657.jpg,0,Σαμπουάν για Μωρά,lt,,Σκλαβενίτης,24-07-2024,30-07-2024,,
48,5202576634022,ΑΦΡΟΛΟΥΤΡΟ&ΣΑΜΠ.SETTE BABY ANTΛ.500ML,1.9,3.8,1413759.jpg,1,Σαμπουάν για Μωρά,lt,,Σκλαβενίτης,24-07-2024,30-07-2024,,
49,5208046088234,ΣΚΥΛΟΤΡΟΦΗ BARRON ΠΑΤΕ ΜΟΣΧΑΡ 1200G,1.3,1.08,1482008.jpg,1,Τροφή για Σκύλους,kg,,Σκλαβενίτης,24-07-2024,30-07-2024,,
50,5208046011133,ΓΑΤΟΤΡΟΦΗ BARRON ΠΑΤΕ ΜΕ ΚΟΤΟΠ.100G,0.37,3.7,1435920.jpg,1,Τροφή για γάτες,kg,,Σκλαβενίτης,24-07-2024,30-07-2024,,
51,5202576682573,ΑΛΕΥΡΙ ΓΕΝΙΚΗΣ ΧΡΗΣΗΣ ΜΑΡΑΤΑ 1KG,0.7,0.7,1221789.jpg,1,Αλεύρι,kg,,Σκλαβενίτης,24-07-2024,30-07-2024,,
51,5201002005566,ΑΛΕΥΡΙ ΓΙΩΤΗΣ ΓΙΑ ΟΛΕΣ ΤΙΣ ΧΡΗΣΕΙΣ 2Χ1KG (+1ΤΕΜ ΔΩΡΟ),2.9,0.97,5944251.jpg,0,Αλεύρι,kg,,Σκλαβενίτης,24-07-2024,30-07-2024,,
52,0,ΣΠΑΛΑ ΝΕΑΡ ΜΟΣΧ.ΟΛΛΑΝΔΙΑΣ(ΚΙΜΑΣ)ΝΩΠΗ,11.4,11.4,1230175.jpg,0,Μοσχάρι,kg,,Σκλαβενίτης,24-07-2024,30-07-2024,,
52,0,ΣΠΑΛΑ ΝΕΑΡ ΜΟΣΧ Α/Ο ΝΩΠΗ Μ.Η.ΟΛΛ Ε/Ζ,11.4,11.4,1252948.jpg,0,Μοσχάρι,kg,,Σκλαβενίτης,24-07-2024,30-07-2024,,
52,0,ΕΛΙΑ ΝΕΑΡ.ΜΟΣΧ Α/Ο ΝΩΠΗ Μ.Η.ΟΛΛ Ε/Ζ,11.4,11.4,1252950.jpg,1,Μοσχάρι,kg,,Σκλαβενίτης,24-07-2024,30-07-2024,,
52,0,ΣΠΑΛΑ ΝΕΑΡ.ΜΟΣΧ.ΟΛΛ Α/Ο ΝΩΠΗ,11.4,11.4,1454290.jpg,0,Μοσχάρι,kg,,Σκλαβενίτης,24-07-2024,30-07-2024,,
52,0,ΕΛΙΑ ΝΕΑΡ.ΜΟΣΧ.ΟΛΛ Α/Ο ΝΩΠΗ,11.4,11.4,1454291.jpg,0,Μοσχάρι,kg,,Σκλαβενίτης,24-07-2024,30-07-2024,,
52,0,ΚΙΜΑΣ ΣΠΑΛΑΣ ΝΕΑΡ.ΜΟΣΧΟΥ ΝΩΠΟΣ ΟΛΛ 500G,5.7,11.4,1467644.jpg,0,Μοσχάρι,kg,,Σκλαβενίτης,24-07-2024,30-07-2024,,
53,0,ΠΑΡΙΖΑ ΕΔΕΣΜΑ,3.7,3.7,1583543.jpg,0,Πάριζα,kg,,Σκλαβενίτης,24-07-2024,30-07-2024,,
53,5201390072522,ΠΑΡΙΖΑ ΕΔΕΣΜΑ ΣΕ ΦΕΤΕΣ ΧΩΡΙΣ ΓΛΟΥΤΕΝΗ 160G,0.78,4.88,1620104.jpg,0,Πάριζα,kg,,Σκλαβενίτης,24-07-2024,30-07-2024,,
54,9006207071554,ΓΑΛΑ GMUNDNER MILCH ΥΨΗΛΗΣ ΠΑΣΤΕΡΙΩΣΗΣ 3.5% ΛΙΠΑΡΑ 1L,1.05,1.05,1226094.jpg,0,Γάλα υψηλής παστερίωσης πλήρες,kg,,Σκλαβενίτης,24-07-2024,30-07-2024,,
55,9006207071561,ΓΑΛΑ GMUNDNER MILCH ΥΨΗΛΗΣ ΠΑΣΤΕΡΙΩΣΗΣ 1.5% ΛΙΠΑΡΑ 1L,0.95,0.95,1226090.jpg,0,Γάλα παστερίωσης με χαμηλά λιπαρά,kg,,Σκλαβενίτης,24-07-2024,30-07-2024,,
56,5203149002521,ΛΕΥΚΟ ΤΥΡΙ ΡΟΔΟΠΗ 400ΓΡ,2.56,6.4,1108062.jpg,0,Λευκό τυρί,kg,,Σκλαβενίτης,24-07-2024,30-07-2024,,
56,0,ΤΥΡΙ ΛΕΥΚΟ ΡΟΔΟΠΗ ΔΟΧΕΙΟ ΕΕ,6.4,6.4,1171928.jpg,0,Λευκό τυρί,kg,,Σκλαβενίτης,24-07-2024,30-07-2024,,
57,5201399011201,ΦΑΣΟΛΙΑ 3ΑΛΦΑ ΜΕΤΡΙΑ ΕΙΣΑΓΩΓΗΣ 500G,2.07,4.14,4141750.jpg,0,Φασόλια,kg,,Σκλαβενίτης,24-07-2024,30-07-2024,,
58,5201399010334,ΡΕΒΙΘΙΑ 3 ΑΛΦΑ ΑΠΟΦΛΟΙΩΜΕΝΑ 500G,2.9,5.8,4143392.jpg,0,Ρεβύθια,kg,,Σκλαβενίτης,24-07-2024,30-07-2024,,
1,5203278044003,ΑΠΟ ΤΟΝ ΤΟΠΟ ΜΑΣ ΡΥΖΙ ΝΥΧΑΚΙ ΧΑΛΑΣΤΡΑΣ 1000ΓΡ,1.69,1.69,281461.jpg,1,Ρύζι,Kg,,Synka,24-07-2024,30-07-2024,,
1,5201237202044,ΩΜΕΓΑ SPEC.ΡΥΖΙ BONNET ΕΓΧ.500ΓΡ,1.56,3.12,37280.jpg,0,Ρύζι,Kg,,Synka,24-07-2024,30-07-2024,,
2,5201004059116,ΤΟΣΤ ΓΕΥΣΗ 2 ΣΙΤΟΥ 700ΓΡ.ΠΑΠΑΔΟΠΟΥΛΟΥ,1.33,1.90,188472.jpg,0,Ψωμί για Tοστ,Kg,,Synka,24-07-2024,30-07-2024,,
3,5201673006503,ΚΑΤΣΕΛΗΣ ΔΙΠΛΟΖΥΜΩΤΟ ΠΡΟΖ.ΣΤΑΡΕΝΙΟ 500ΓΡ,1.68,3.36,271675.jpg,0,Ψωμί Φραντζόλα,Kg,,Synka,24-07-2024,30-07-2024,,
4,5203278035193,MR GRAND ΦΡΥΓΑΝΙΕΣ ΣΤΑΡΙΟΥ 4Χ125ΓΡ,1.39,2.78,279034.jpg,1,Φρυγανιές,Kg,,Synka,24-07-2024,30-07-2024,,
4,5201485900181,ΦΡΥΓ.ELITE ΣΤΑΡΕΝΙΕΣ Ν1 250ΓΡ.ΧΑΡΤ ,1.18,4.72,2788.jpg,0,Φρυγανιές,Kg,,Synka,24-07-2024,30-07-2024,,
5,5201010103063,MISKO ΜΑΚ.Ν.6 500ΓΡ,0.83,1.66,18672.jpg,0,Μακαρόνια Νο 6,Kg,,Synka,24-07-2024,30-07-2024,,
5,5203278017953,MR GRAND ΜΑΚΑΡΟΝΙΑ Ν.6 500ΓΡ,0.62,1.24,278969.jpg,1,Μακαρόνια Νο 6,Kg,,Synka,24-07-2024,30-07-2024,,
6,2112013000000,ΧΟΙΡ.ΜΠΡΙΖΟΛΑ ΕΛΛΗΝΙΚΟ Μ/Ο ΝΩΠΗ(ΚΙΛΟ),5.96,5.96,5460.jpg,0,Νωπό Χοιρινό,Kg,,Synka,24-07-2024,30-07-2024,,
7,2112147000000,ΚΟΤΟΠ./ΠΟΥΛ Τ.70% ΕΛΛΗΝΙΚΟ ΝΩΠΟ(ΚΙΛΟ),2.98,2.98,3902.jpg,0,Νωπό Κοτόπουλο Ολόκληρο,Kg,,Synka,24-07-2024,30-07-2024,,
8,2110893000000,ΓΑΛΟΠΟΥΛΑ ΚΑΠΝ.Θ/Γ F/S ΧΩΡ.ΓΛΟΥΤ.10Χ10,7.12,7.12,223533.jpg,0,Γαλοπούλα,Kg,,Synka,24-07-2024,30-07-2024,,
8,2110880000000,ΓΑΛΟΠΟΥΛΑ Θ/Γ ΒΡΑΣΤ.10Χ10(ΚΙΛΟ)Χ,ΓΛΟΥΤ.ΥΦΑΝΤΗ,6.52,6.52,230782.jpg,Γαλοπούλα,Kg,,Synka,24-07-2024,30-07-2024,['0'],
9,2114126000000,ΒΑΚΑΛΑΟΣ Α/Κ 500/800 ΣΥΡ. ΑΡΓΕΝΤΙΝΗΣ ΚΤΨ,4.28,4.28,101416.jpg,0,Ψάρια Κατεψυγμένα,Kg,,Synka,24-07-2024,30-07-2024,,
10,5203149001807,ΡΟΔΟΠΗ ΦΡ.ΓΑΛΑ 1.7% PET 1L,1.39,1.39,273063.jpg,0,Γάλα Φρέσκο Πλήρες,lt,,Synka,24-07-2024,30-07-2024,,
11,5203149001791,ΡΟΔΟΠΗ ΦΡ.ΓΑΛΑ 3.7% PET 1L,1.39,1.39,273064.jpg,0,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,Synka,24-07-2024,30-07-2024,,
12,5203278017113,MR GRAND ΓΑΛΑ ΕΒΑΠΟΡΕ 4% 410ΓΡ,0.85,2.07,279624.jpg,1,Γάλα Εβαπορέ,lt,,Synka,24-07-2024,30-07-2024,,
12,8716200054782,ΝΟΥΝΟΥ ΕΒΑΠΟΡΕ 170ΓΡ,0.77,4.53,1018.jpg,0,Γάλα Εβαπορέ,lt,,Synka,24-07-2024,30-07-2024,,
13,5201704064533,ΚΟΛΙΟΣ ΑΓΕΛΑΔΟΣ 3.85% 200ΓΡ.2+1ΔΩΡΟ,1.88,3.13,247110.jpg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις,kg,,Synka,24-07-2024,30-07-2024,,
13,5201704265282,ΚΟΛΙΟΣ ΣΤΡΑΓΓΙΣΤΟ 5% 170ΓΡ.2+1ΔΩΡΟ,2.29,4.49,278495.jpg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις,kg,,Synka,24-07-2024,30-07-2024,,
14,5201704064540,ΚΟΛΙΟΣ ΑΓΕΛΑΔΟΣ 2% 200ΓΡ.2+1ΔΩΡΟ,1.88,3.13,247111.jpg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις (Χαμηλά Λιπαρά <2%),kg,,Synka,24-07-2024,30-07-2024,,
14,5201704265312,ΚΟΛΙΟΣ ΣΤΡΑΓΓΙΣΤΟ 2% 170ΓΡ.2+1ΔΩΡΟ,2.29,4.49,278493.jpg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις (Χαμηλά Λιπαρά <2%),kg,,Synka,24-07-2024,30-07-2024,,
15,2111608000000,ΦΕΤΑ ΠΟΠ ΜΥΤΙΛΗΝΗΣ 15K.ΔΟΧΕΙΟ(ΚΙΛΟ)ΣΑΝΤΖΗΊΩΤΗΣ,9.89,9.89,242913.jpg,0,Τυρί Φέτα,kg,,Synka,24-07-2024,30-07-2024,,
16,2111204000000,GOUDA ΦΡΑΤΖΟΛΑ ΓΕΡΜΑΝΙΑΣ ΕΙΣ (ΚΙΛΟ),6.40,6.40,50887.jpg,0,Τυρί Γκούντα,kg,,Synka,24-07-2024,30-07-2024,,
