barcode,name,parent_categ,category_name,category_uuid,price,price_normalized,unit,image,diabetes,merchant_name,merchant_displayname,pl,from,until
5201434000542,ΓΛΥΚΑΝΤΙΚΟ SLIM LINE ΣΚΟΝΗ 90G,Τρόφιμα Παντοπωλείου,Γλυκαντικές Ουσίες Κατάλληλες για Διαβητικούς,30,3.33,37.0,kg,4674966.jpg,diabetes,sklavenitis,Σκλαβενίτης,0,2024-07-24,2024-07-30
5202576250154,ΦΑΚΕΣ ΧΟΝΔΡΕΣ ΣΚΛΑΒΕΝΙΤΗΣ ΕΙΣ.500G,Τρόφιμα Παντοπωλείου,Φακές,32,1.05,2.1,kg,1223406.jpg,,sklavenitis,Σκλαβενίτης,1,2024-07-24,2024-07-30
5201399011270,ΦΑΚΕΣ 3ΑΛΦΑ ΨΙΛΕΣ ΕΙΣΑΓΩΓΗΣ 500G,Τρόφιμα Παντοπωλείου,Φακές,32,1.83,3.66,kg,4143988.jpg,,sklavenitis,Σκλαβενίτης,0,2024-07-24,2024-07-30
5201005001725,ΧΥΜΟΣ ΦΥΣ ΠΟΡΤΟΚΑΛΙ ΑΜΙΤΑ 1L,"Αναψυκτικά, Νερά & Χυμοί",Χυμός Πορτοκάλι,33,2.02,2.02,lt,4103982.jpg,,sklavenitis,Σκλαβενίτης,0,2024-07-24,2024-07-30
5202576872189,DROLIO ΥΓΡΟ ΠΛΥΝΤ.ΡΟΥΧΩΝ ΑΡ.ΛΟΥΛΟΥΔ 38ΠΛ,Απορρυπαντικά & Είδη Καθαρισμού,Απορρυπαντικά Πλυντηρίου,35,3.55,0.09,μεζ,1421255.jpg,,sklavenitis,Σκλαβενίτης,1,2024-07-24,2024-07-30
5201321933601,ESSEX ΣΚΟΝΗ ΠΛΥΝΤ.MULTI ΚΟΥΤΙ 50ΠΛ,Απορρυπαντικά & Είδη Καθαρισμού,Απορρυπαντικά Πλυντηρίου,35,6.14,0.12,μεζ,1560268.jpg,,sklavenitis,Σκλαβενίτης,0,2024-07-24,2024-07-30
5202576210394,ΧΛΩΡΟΚΑΘΑΡΙΣΤΙΚΟ DROLIO ULT LEMON 1250ML,Απορρυπαντικά & Είδη Καθαρισμού,Απορρυπαντικά για Σφουγγάρισμα - Χλωρίνες,36,0.94,0.75,lt,1221642.jpg,,sklavenitis,Σκλαβενίτης,1,2024-07-24,2024-07-30
8718951337985,AJAX BOOST ΞΥΔΙ-ΜΗΛΟ 1LT,Απορρυπαντικά & Είδη Καθαρισμού,Απορρυπαντικά για Σφουγγάρισμα - Χλωρίνες,36,1.43,1.43,lt,1381856.jpg,,sklavenitis,Σκλαβενίτης,0,2024-07-24,2024-07-30
5201314120957,AVA ΥΓΡΟ ΠΙΑΤ ACTION ΞΙΔΙ&ΜΗΛΟ 430ML,Απορρυπαντικά & Είδη Καθαρισμού,Απορρυπαντικά Πιάτων,37,1.0,2.33,lt,1437910.jpg,,sklavenitis,Σκλαβενίτης,0,2024-07-24,2024-07-30
5200107431034,ΡΟΛΟ ΚΟΥΖΙΝΑΣ ΓΛΑΡΟΣ 1Τ Χ800ΓΡ,"Χαρτικά, Πάνες & Σερβιέτες",Χαρτί Κουζίνας,38,2.5,3.13,kg,1221455.jpg,,sklavenitis,Σκλαβενίτης,0,2024-07-24,2024-07-30
6920354836077,ΟΔ/ΜΑ COLGATE BAKING SODA 75ML,Καλλυντικά & Είδη Προσωπικής υγιεινής,Οδοντόκρεμα,39,1.2,16.0,kg,4043493.jpg,,sklavenitis,Σκλαβενίτης,0,2024-07-24,2024-07-30
5200107430198,ΡΟΛΑ ΥΓΕΙΑΣ ΓΛΑΡΟΣ ΜΙΝΙ 2Φ 10ΤΕΜΧ75G,"Χαρτικά, Πάνες & Σερβιέτες",Χαρτί Υγείας,40,2.46,0.25,τμχ,1405367.jpg,,sklavenitis,Σκλαβενίτης,0,2024-07-24,2024-07-30
8700216171380,ΣΕΡΒ/ΤΕΣ ALWAYS UL LONG PL VALUEPACK 18T,"Χαρτικά, Πάνες & Σερβιέτες",Σερβιέτες ή Ταμπόν,41,2.25,0.13,τμχ,1596545.jpg,,sklavenitis,Σκλαβενίτης,0,2024-07-24,2024-07-30
5202646003543,-0.2ΜΙLLHOUSE QUICK OAT ΝΙΦ ΒΡΩΜ500,Είδη πρωινού & Ροφήματα,Προϊόντα Βρώμης,42,0.98,1.96,kg,1225398.jpg,diabetes,sklavenitis,Σκλαβενίτης,0,2024-07-24,2024-07-30
3600524029975,ΣΑΜΠ.ELVIVE HYDRA HYALURONIC 700ML,Καλλυντικά & Είδη Προσωπικής υγιεινής,Σαμπουάν,43,4.55,6.5,lt,1542340.jpg,,sklavenitis,Σκλαβενίτης,0,2024-07-24,2024-07-30
5202576633643,ΣΑΠΟΥΝΙ SETTE LILLY & LIME 125ΓΡ,Καλλυντικά & Είδη Προσωπικής υγιεινής,Σαπούνι Στερεό,44,0.38,3.04,kg,1393550.jpg,,sklavenitis,Σκλαβενίτης,1,2024-07-24,2024-07-30
5201263086618,SANI PANTS N.2 MEDIUM 14ΤEM.,"Χαρτικά, Πάνες & Σερβιέτες",Πάνες Ακράτειας,45,7.65,0.55,τμχ,1097010.jpg,,sklavenitis,Σκλαβενίτης,0,2024-07-24,2024-07-30
5201263086625,SANI PANTS N.3 LARGE 14ΤEM,"Χαρτικά, Πάνες & Σερβιέτες",Πάνες Ακράτειας,45,8.98,0.64,τμχ,1097018.jpg,,sklavenitis,Σκλαβενίτης,0,2024-07-24,2024-07-30
5202576464582,ΠΑΝΕΣ ΑΚΡΑΤ.PANTS SETTE COMF.MED.Νο2 14Τ,"Χαρτικά, Πάνες & Σερβιέτες",Πάνες Ακράτειας,45,6.8,0.49,τμχ,1300098.jpg,,sklavenitis,Σκλαβενίτης,1,2024-07-24,2024-07-30
5202576464599,ΠΑΝΑ ΑΚΡΑΤ.PANTS SETTE COMF.LARGE Ν3 14Τ,"Χαρτικά, Πάνες & Σερβιέτες",Πάνες Ακράτειας,45,6.9,0.49,τμχ,1300099.jpg,,sklavenitis,Σκλαβενίτης,1,2024-07-24,2024-07-30
5201263082634,BABYLINO SENSITIVE No5+ 42ΤΕΜ,"Χαρτικά, Πάνες & Σερβιέτες",Πάνες για Μωρά,46,10.0,0.24,τμχ,1176479.jpg,,sklavenitis,Σκλαβενίτης,0,2024-07-24,2024-07-30
5201263082603,BABYLINO SENSITIVE ECON.No5 44Τ,"Χαρτικά, Πάνες & Σερβιέτες",Πάνες για Μωρά,46,10.0,0.23,τμχ,7094907.jpg,,sklavenitis,Σκλαβενίτης,0,2024-07-24,2024-07-30
5201263082573,BABYLINO SENSITIVE ECONOMY No3 4-9KG 56Τ,"Χαρτικά, Πάνες & Σερβιέτες",Πάνες για Μωρά,46,10.0,0.18,τμχ,7095508.jpg,,sklavenitis,Σκλαβενίτης,0,2024-07-24,2024-07-30
5201263082580,BABYLINO SENSITIVE ECON No4 50Τ,"Χαρτικά, Πάνες & Σερβιέτες",Πάνες για Μωρά,46,10.0,0.2,τμχ,7095524.jpg,,sklavenitis,Σκλαβενίτης,0,2024-07-24,2024-07-30
5201263082597,BABYLINO SENSITIVE ECON No4+ 46Τ,"Χαρτικά, Πάνες & Σερβιέτες",Πάνες για Μωρά,46,10.0,0.22,τμχ,7095557.jpg,,sklavenitis,Σκλαβενίτης,0,2024-07-24,2024-07-30
5201263078125,ΜΩΡ/ΛΑ BABYCARE CALMING 2x63ΤΕΜ+1ΔΩΡΟ,"Χαρτικά, Πάνες & Σερβιέτες",Μωρομάντηλα,47,2.9,0.02,τμχ,1582542.jpg,,sklavenitis,Σκλαβενίτης,0,2024-07-24,2024-07-30
5201410220056,SEPTONA BABY ΣΑΜΠ/ΑΦΡΟΛ ΑΛΟΗ 500ML,Καλλυντικά & Είδη Προσωπικής υγιεινής,Σαμπουάν για Μωρά,48,2.54,5.08,lt,1152657.jpg,,sklavenitis,Σκλαβενίτης,0,2024-07-24,2024-07-30
5202576634022,ΑΦΡΟΛΟΥΤΡΟ&ΣΑΜΠ.SETTE BABY ANTΛ.500ML,Καλλυντικά & Είδη Προσωπικής υγιεινής,Σαμπουάν για Μωρά,48,1.9,3.8,lt,1413759.jpg,,sklavenitis,Σκλαβενίτης,1,2024-07-24,2024-07-30
5208046088234,ΣΚΥΛΟΤΡΟΦΗ BARRON ΠΑΤΕ ΜΟΣΧΑΡ 1200G,Τροφές & Είδη για Κατοικίδια,Τροφή για Σκύλους,49,1.3,1.08,kg,1482008.jpg,,sklavenitis,Σκλαβενίτης,1,2024-07-24,2024-07-30
5208046011133,ΓΑΤΟΤΡΟΦΗ BARRON ΠΑΤΕ ΜΕ ΚΟΤΟΠ.100G,Τροφές & Είδη για Κατοικίδια,Τροφή για γάτες,50,0.37,3.7,kg,1435920.jpg,,sklavenitis,Σκλαβενίτης,1,2024-07-24,2024-07-30
5202576682573,ΑΛΕΥΡΙ ΓΕΝΙΚΗΣ ΧΡΗΣΗΣ ΜΑΡΑΤΑ 1KG,Τρόφιμα Παντοπωλείου,Αλεύρι,51,0.7,0.7,kg,1221789.jpg,,sklavenitis,Σκλαβενίτης,1,2024-07-24,2024-07-30
5201002005566,ΑΛΕΥΡΙ ΓΙΩΤΗΣ ΓΙΑ ΟΛΕΣ ΤΙΣ ΧΡΗΣΕΙΣ 2Χ1KG (+1ΤΕΜ ΔΩΡΟ),Τρόφιμα Παντοπωλείου,Αλεύρι,51,2.9,0.97,kg,5944251.jpg,,sklavenitis,Σκλαβενίτης,0,2024-07-24,2024-07-30
0,ΣΠΑΛΑ ΝΕΑΡ ΜΟΣΧ.ΟΛΛΑΝΔΙΑΣ(ΚΙΜΑΣ)ΝΩΠΗ,Φρέσκο Κρέας,Μοσχάρι,52,11.4,11.4,kg,1230175.jpg,,sklavenitis,Σκλαβενίτης,0,2024-07-24,2024-07-30
0,ΣΠΑΛΑ ΝΕΑΡ ΜΟΣΧ Α/Ο ΝΩΠΗ Μ.Η.ΟΛΛ Ε/Ζ,Φρέσκο Κρέας,Μοσχάρι,52,11.4,11.4,kg,1252948.jpg,,sklavenitis,Σκλαβενίτης,0,2024-07-24,2024-07-30
0,ΕΛΙΑ ΝΕΑΡ.ΜΟΣΧ Α/Ο ΝΩΠΗ Μ.Η.ΟΛΛ Ε/Ζ,Φρέσκο Κρέας,Μοσχάρι,52,11.4,11.4,kg,1252950.jpg,,sklavenitis,Σκλαβενίτης,1,2024-07-24,2024-07-30
0,ΣΠΑΛΑ ΝΕΑΡ.ΜΟΣΧ.ΟΛΛ Α/Ο ΝΩΠΗ,Φρέσκο Κρέας,Μοσχάρι,52,11.4,11.4,kg,1454290.jpg,,sklavenitis,Σκλαβενίτης,0,2024-07-24,2024-07-30
0,ΕΛΙΑ ΝΕΑΡ.ΜΟΣΧ.ΟΛΛ Α/Ο ΝΩΠΗ,Φρέσκο Κρέας,Μοσχάρι,52,11.4,11.4,kg,1454291.jpg,,sklavenitis,Σκλαβενίτης,0,2024-07-24,2024-07-30
0,ΚΙΜΑΣ ΣΠΑΛΑΣ ΝΕΑΡ.ΜΟΣΧΟΥ ΝΩΠΟΣ ΟΛΛ 500G,Φρέσκο Κρέας,Μοσχάρι,52,5.7,11.4,kg,1467644.jpg,,sklavenitis,Σκλαβενίτης,0,2024-07-24,2024-07-30
0,ΠΑΡΙΖΑ ΕΔΕΣΜΑ,Αλλαντικά,Πάριζα,53,3.7,3.7,kg,1583543.jpg,,sklavenitis,Σκλαβενίτης,0,2024-07-24,2024-07-30
5201390072522,ΠΑΡΙΖΑ ΕΔΕΣΜΑ ΣΕ ΦΕΤΕΣ ΧΩΡΙΣ ΓΛΟΥΤΕΝΗ 160G,Αλλαντικά,Πάριζα,53,0.78,4.88,kg,1620104.jpg,,sklavenitis,Σκλαβενίτης,0,2024-07-24,2024-07-30
9006207071554,ΓΑΛΑ GMUNDNER MILCH ΥΨΗΛΗΣ ΠΑΣΤΕΡΙΩΣΗΣ 3.5% ΛΙΠΑΡΑ 1L,"Γάλατα, Ροφήματα & Χυμοί ψυγείου",Γάλα υψηλής παστερίωσης πλήρες,54,1.05,1.05,kg,1226094.jpg,,sklavenitis,Σκλαβενίτης,0,2024-07-24,2024-07-30
9006207071561,ΓΑΛΑ GMUNDNER MILCH ΥΨΗΛΗΣ ΠΑΣΤΕΡΙΩΣΗΣ 1.5% ΛΙΠΑΡΑ 1L,"Γάλατα, Ροφήματα & Χυμοί ψυγείου",Γάλα παστερίωσης με χαμηλά λιπαρά,55,0.95,0.95,kg,1226090.jpg,,sklavenitis,Σκλαβενίτης,0,2024-07-24,2024-07-30
5203149002521,ΛΕΥΚΟ ΤΥΡΙ ΡΟΔΟΠΗ 400ΓΡ,Τυροκομικά & Φυτικά Αναπληρώματα,Λευκό τυρί,56,2.56,6.4,kg,1108062.jpg,,sklavenitis,Σκλαβενίτης,0,2024-07-24,2024-07-30
0,ΤΥΡΙ ΛΕΥΚΟ ΡΟΔΟΠΗ ΔΟΧΕΙΟ ΕΕ,Τυροκομικά & Φυτικά Αναπληρώματα,Λευκό τυρί,56,6.4,6.4,kg,1171928.jpg,,sklavenitis,Σκλαβενίτης,0,2024-07-24,2024-07-30
5201399011201,ΦΑΣΟΛΙΑ 3ΑΛΦΑ ΜΕΤΡΙΑ ΕΙΣΑΓΩΓΗΣ 500G,Τρόφιμα Παντοπωλείου,Φασόλια,57,2.07,4.14,kg,4141750.jpg,,sklavenitis,Σκλαβενίτης,0,2024-07-24,2024-07-30
5201399010334,ΡΕΒΙΘΙΑ 3 ΑΛΦΑ ΑΠΟΦΛΟΙΩΜΕΝΑ 500G,Τρόφιμα Παντοπωλείου,Ρεβύθια,58,2.9,5.8,kg,4143392.jpg,,sklavenitis,Σκλαβενίτης,0,2024-07-24,2024-07-30
5203278044003,ΑΠΟ ΤΟΝ ΤΟΠΟ ΜΑΣ ΡΥΖΙ ΝΥΧΑΚΙ ΧΑΛΑΣΤΡΑΣ 1000ΓΡ,Τρόφιμα Παντοπωλείου,Ρύζι,1,1.69,1.69,Kg,281461.jpg,,synka,Synka,1,2024-07-24,2024-07-30
5201237202044,ΩΜΕΓΑ SPEC.ΡΥΖΙ BONNET ΕΓΧ.500ΓΡ,Τρόφιμα Παντοπωλείου,Ρύζι,1,1.56,3.12,Kg,37280.jpg,,synka,Synka,0,2024-07-24,2024-07-30
5201004059116,ΤΟΣΤ ΓΕΥΣΗ 2 ΣΙΤΟΥ 700ΓΡ.ΠΑΠΑΔΟΠΟΥΛΟΥ,Είδη Αρτοζαχαροπλαστείου,Ψωμί για Tοστ,2,1.33,1.9,Kg,188472.jpg,,synka,Synka,0,2024-07-24,2024-07-30
5201673006503,ΚΑΤΣΕΛΗΣ ΔΙΠΛΟΖΥΜΩΤΟ ΠΡΟΖ.ΣΤΑΡΕΝΙΟ 500ΓΡ,Είδη Αρτοζαχαροπλαστείου,Ψωμί Φραντζόλα,3,1.68,3.36,Kg,271675.jpg,,synka,Synka,0,2024-07-24,2024-07-30
5203278035193,MR GRAND ΦΡΥΓΑΝΙΕΣ ΣΤΑΡΙΟΥ 4Χ125ΓΡ,Είδη Αρτοζαχαροπλαστείου,Φρυγανιές,4,1.39,2.78,Kg,279034.jpg,,synka,Synka,1,2024-07-24,2024-07-30
5201485900181,ΦΡΥΓ.ELITE ΣΤΑΡΕΝΙΕΣ Ν1 250ΓΡ.ΧΑΡΤ ,Είδη Αρτοζαχαροπλαστείου,Φρυγανιές,4,1.18,4.72,Kg,2788.jpg,,synka,Synka,0,2024-07-24,2024-07-30
5201010103063,MISKO ΜΑΚ.Ν.6 500ΓΡ,Τρόφιμα Παντοπωλείου,Μακαρόνια Νο 6,5,0.83,1.66,Kg,18672.jpg,,synka,Synka,0,2024-07-24,2024-07-30
5203278017953,MR GRAND ΜΑΚΑΡΟΝΙΑ Ν.6 500ΓΡ,Τρόφιμα Παντοπωλείου,Μακαρόνια Νο 6,5,0.62,1.24,Kg,278969.jpg,,synka,Synka,1,2024-07-24,2024-07-30
2112013000000,ΧΟΙΡ.ΜΠΡΙΖΟΛΑ ΕΛΛΗΝΙΚΟ Μ/Ο ΝΩΠΗ(ΚΙΛΟ),Φρέσκο Κρέας,Νωπό Χοιρινό,6,5.96,5.96,Kg,5460.jpg,,synka,Synka,0,2024-07-24,2024-07-30
2112147000000,ΚΟΤΟΠ./ΠΟΥΛ Τ.70% ΕΛΛΗΝΙΚΟ ΝΩΠΟ(ΚΙΛΟ),Φρέσκο Κρέας,Νωπό Κοτόπουλο Ολόκληρο,7,2.98,2.98,Kg,3902.jpg,,synka,Synka,0,2024-07-24,2024-07-30
2110893000000,ΓΑΛΟΠΟΥΛΑ ΚΑΠΝ.Θ/Γ F/S ΧΩΡ.ΓΛΟΥΤ.10Χ10,Αλλαντικά,Γαλοπούλα,8,7.12,7.12,Kg,223533.jpg,,synka,Synka,0,2024-07-24,2024-07-30
2110880000000,ΓΑΛΟΠΟΥΛΑ Θ/Γ ΒΡΑΣΤ.10Χ10(ΚΙΛΟ)Χ/ΓΛΟΥΤ ΥΦΑΝΤΗΣ,Αλλαντικά,Γαλοπούλα,8,6.52,6.52,Kg,230782.jpg,,synka,Synka,0,2024-07-24,2024-07-30
2114126000000,ΒΑΚΑΛΑΟΣ Α/Κ 500/800 ΣΥΡ. ΑΡΓΕΝΤΙΝΗΣ ΚΤΨ,Κατεψυγμένα,Ψάρια Κατεψυγμένα,9,4.28,4.28,Kg,101416.jpg,,synka,Synka,0,2024-07-24,2024-07-30
5203149001807,ΡΟΔΟΠΗ ΦΡ.ΓΑΛΑ 1.7% PET 1L,"Γάλατα, Ροφήματα & Χυμοί ψυγείου",Γάλα Φρέσκο Πλήρες,10,1.39,1.39,lt,273063.jpg,,synka,Synka,0,2024-07-24,2024-07-30
5203149001791,ΡΟΔΟΠΗ ΦΡ.ΓΑΛΑ 3.7% PET 1L,"Γάλατα, Ροφήματα & Χυμοί ψυγείου",Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),11,1.39,1.39,lt,273064.jpg,,synka,Synka,0,2024-07-24,2024-07-30
5203278017113,MR GRAND ΓΑΛΑ ΕΒΑΠΟΡΕ 4% 410ΓΡ,"Γάλατα, Ροφήματα & Χυμοί ψυγείου",Γάλα Εβαπορέ,12,0.85,2.07,lt,279624.jpg,,synka,Synka,1,2024-07-24,2024-07-30
8716200054782,ΝΟΥΝΟΥ ΕΒΑΠΟΡΕ 170ΓΡ,"Γάλατα, Ροφήματα & Χυμοί ψυγείου",Γάλα Εβαπορέ,12,0.77,4.53,lt,1018.jpg,,synka,Synka,0,2024-07-24,2024-07-30
5201704064533,ΚΟΛΙΟΣ ΑΓΕΛΑΔΟΣ 3.85% 200ΓΡ.2+1ΔΩΡΟ,"Γιαούρτια, Κρέμες γάλακτος & Επιδόρπια ψυγείου",Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις,13,1.88,3.13,kg,247110.jpg,,synka,Synka,0,2024-07-24,2024-07-30
5201704265282,ΚΟΛΙΟΣ ΣΤΡΑΓΓΙΣΤΟ 5% 170ΓΡ.2+1ΔΩΡΟ,"Γιαούρτια, Κρέμες γάλακτος & Επιδόρπια ψυγείου",Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις,13,2.29,4.49,kg,278495.jpg,,synka,Synka,0,2024-07-24,2024-07-30
5201704064540,ΚΟΛΙΟΣ ΑΓΕΛΑΔΟΣ 2% 200ΓΡ.2+1ΔΩΡΟ,"Γιαούρτια, Κρέμες γάλακτος & Επιδόρπια ψυγείου",Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις (Χαμηλά Λιπαρά <2%),14,1.88,3.13,kg,247111.jpg,,synka,Synka,0,2024-07-24,2024-07-30
5201704265312,ΚΟΛΙΟΣ ΣΤΡΑΓΓΙΣΤΟ 2% 170ΓΡ.2+1ΔΩΡΟ,"Γιαούρτια, Κρέμες γάλακτος & Επιδόρπια ψυγείου",Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις (Χαμηλά Λιπαρά <2%),14,2.29,4.49,kg,278493.jpg,,synka,Synka,0,2024-07-24,2024-07-30
2111608000000,ΦΕΤΑ ΠΟΠ ΜΥΤΙΛΗΝΗΣ 15K.ΔΟΧΕΙΟ(ΚΙΛΟ)ΣΑΝΤΖΗΊΩΤΗΣ,Τυροκομικά & Φυτικά Αναπληρώματα,Τυρί Φέτα,15,9.89,9.89,kg,242913.jpg,,synka,Synka,0,2024-07-24,2024-07-30
2111204000000,GOUDA ΦΡΑΤΖΟΛΑ ΓΕΡΜΑΝΙΑΣ ΕΙΣ (ΚΙΛΟ),Τυροκομικά & Φυτικά Αναπληρώματα,Τυρί Γκούντα,16,6.4,6.4,kg,50887.jpg,,synka,Synka,0,2024-07-24,2024-07-30
2111713000000,ΤΥΡΙ ΕΛΑΦΡΥ ΠΛΑΓΙΑ ΦΡΑΤΖ.ΕΙΣ.(ΚΙΛΟ)HELL.FARMS,Τυροκομικά & Φυτικά Αναπληρώματα,Τυρί με Χαμηλά Λιπαρά,17,7.69,7.69,kg,283594.jpg,,synka,Synka,0,2024-07-24,2024-07-30
5203278048117,ΑΠΟ ΤΟΝ ΤΟΠΟ ΜΑΣ ΤΟΜΑΤΟΧΥΜΟΣ 500ΓΡ,Τρόφιμα Παντοπωλείου,Χυμός Τομάτας Διατηρημένος,18,0.59,1.18,kg,279439.jpg,,synka,Synka,1,2024-07-24,2024-07-30
5201066171771,ΚΥΚΝΟΣ ΤΟΜΑΤΙΝΟ ΕΛ.ΣΥΜ.ΧΥΜ.7% 500ΓΡ,Τρόφιμα Παντοπωλείου,Χυμός Τομάτας Διατηρημένος,18,0.79,1.58,kg,77291.jpg,,synka,Synka,0,2024-07-24,2024-07-30
5203683100271,ΑΥΓΑ LARGE 63-73ΓΡ.6ΑΔΑ ΧΑΡ.ΘΗΚ(ΛΑΔΑΚΗ),"Αυγά, Βούτυρο, Νωπές Ζύμες & Ζωμοί",Αυγά,19,1.71,0.29,τμχ,63324.jpg,,synka,Synka,0,2024-07-24,2024-07-30
5201106272765,ΦΑΣΤ SOFT ΜΑΡΓΑΡΙΝΗ 220ΓΡ,Τυροκομικά & Φυτικά Αναπληρώματα,Μαργαρίνες,20,1.09,5.45,kg,283132.jpg,,synka,Synka,0,2024-07-24,2024-07-30
5200405500418,CRETA ELEON ΠΑΡΘΕΝΟ ΕΛΑΙΟΛΑΔΟ PET 5L.,Τρόφιμα Παντοπωλείου,Παρθένο Ελαιόλαδο,21,57.43,11.49,lt,242933.jpg,,synka,Synka,0,2024-07-24,2024-07-30
5203275010834,MR GRAND ΗΛΙΕΛΑΙΟ 5L ,Τρόφιμα Παντοπωλείου,Ηλιέλαιο,22,8.45,1.69,lt,279487.jpg,,synka,Synka,1,2024-07-24,2024-07-30
5203278015447,MR GRAND ΑΡΑΚΑΣ 450ΓΡ,Κατεψυγμένα,Λαχανικά Κατεψυγμένα,23,1.26,2.8,kg,280147.jpg,,synka,Synka,1,2024-07-24,2024-07-30
5203278015430,MR GRAND ΦΑΣΟΛΑΚΙΑ ΣΤΡΟΓ.450ΓΡ,Κατεψυγμένα,Λαχανικά Κατεψυγμένα,23,1.26,2.8,kg,280150.jpg,,synka,Synka,1,2024-07-24,2024-07-30
5201262221775,ΜΠ.ΣΤΑΘΗ ΑΡΑΚΑΣ 420ΓΡ,Κατεψυγμένα,Λαχανικά Κατεψυγμένα,23,2.13,5.07,kg,281477.jpg,,synka,Synka,0,2024-07-24,2024-07-30
5201262221799,ΜΠ.ΣΤΑΘΗ ΦΑΣΟΛΑΚΙ ΣΤΡΟΓΓ.420ΓΡ,Κατεψυγμένα,Λαχανικά Κατεψυγμένα,23,1.98,4.71,kg,281479.jpg,,synka,Synka,0,2024-07-24,2024-07-30
5200120912039,ΖΑΧΑΡΗ 1 ΚΙΛΟΥ ROYAL SUGAR Ε.Ε,Τρόφιμα Παντοπωλείου,Λευκή Ζάχαρη,24,0.85,0.85,kg,207585.jpg,,synka,Synka,0,2024-07-24,2024-07-30
5206558099120,ΖΑΧΑΡΗ ΛΕΥΚΗ ΚΡΥΣΤΑΛΛΙΚΗ SUGARTIA 1K.EE ,Τρόφιμα Παντοπωλείου,Λευκή Ζάχαρη,24,0.85,0.85,kg,283306.jpg,,synka,Synka,0,2024-07-24,2024-07-30
5201002000271,ΓΙΩΤΗΣ ΜΠΙΣΚΟΤΟΚΡΕΜΑ 300ΓΡ,Βρεφικές & Παιδικές τροφές,Κρέμες για βρέφη,25,4.21,14.03,kg,58095.jpg,,synka,Synka,0,2024-07-24,2024-07-30
5900852056338,ΑΠΤΑΜΙΛ ΙΙ 400ΓΡ/12,Βρεφικές & Παιδικές τροφές,Γάλα για βρέφη,26,9.0,22.5,kg,276364.jpg,,synka,Synka,0,2024-07-24,2024-07-30
5203278015669,MR GRAND ΚΑΦΕΣ ΕΛΛΗΝ.ΠΡΑΣΙΝΟΣ 192ΓΡ,Είδη πρωινού & Ροφήματα,Ελληνικός Καφές,27,2.09,10.89,kg,276683.jpg,,synka,Synka,1,2024-07-24,2024-07-30
5203778000028,ΚΑΦΕΣ ΕΛΛΗΝ.ΠΑΡΑΔ.ΑΡΧΟΝΤΑΚΗ 192ΓΡ,Είδη πρωινού & Ροφήματα,Ελληνικός Καφές,27,3.52,18.33,kg,61893.jpg,,synka,Synka,0,2024-07-24,2024-07-30
5203278013986,MR GRAND ΚΑΦΕΣ ΣΤΙΓΜ. 200ΓΡ,Είδη πρωινού & Ροφήματα,Στιγμιαίος Καφές,28,4.79,23.95,kg,276680.jpg,,synka,Synka,1,2024-07-24,2024-07-30
5203278024159,MR GRAND ΚΑΦΕΣ ΦΙΛΤΡΟΥ 250ΓΡ,Είδη πρωινού & Ροφήματα,Γαλλικός Καφές,29,3.56,14.24,kg,279013.jpg,,synka,Synka,1,2024-07-24,2024-07-30
5203155432169,FREEVIA ΕΠΙΤΡ.ΓΛΥΚΑΝΤ.ΣΕ ΣΚ.ΜΕ ΣΤΕΒΙΑ 40STICKS+10ΔΩΡΟ,Τρόφιμα Παντοπωλείου,Γλυκαντικές Ουσίες Κατάλληλες για Διαβητικούς,30,2.32,0.05,kg,290302.jpg,diabetes,synka,Synka,0,2024-07-24,2024-07-30
5203278015751,MR GRAND ΦΑΚΕΣ ΨΙΛΕΣ 500ΓΡ,Τρόφιμα Παντοπωλείου,Φακές,32,1.09,2.18,kg,279463.jpg,,synka,Synka,1,2024-07-24,2024-07-30
5201237203263,ΩΜΕΓΑ SPEC.ΦΑΚΕΣ ΨΙΛΕΣ ΕΙΣ.500ΓΡ,Τρόφιμα Παντοπωλείου,Φακές,32,1.8,3.6,kg,140408.jpg,,synka,Synka,0,2024-07-24,2024-07-30
5203278025590,MR GRAND Φ.ΧΥΜ.ΠΟΡΤΟΚΑΛΙ 1L,"Αναψυκτικά, Νερά & Χυμοί",Χυμός Πορτοκάλι,33,0.99,0.99,lt,278821.jpg,,synka,Synka,1,2024-07-24,2024-07-30
5201395160347,DIXAN GEL ΔΥΝΑΜΗ ΦΡΕΣΚΑΔΑΣ 36Μ(1.62L) ,Απορρυπαντικά & Είδη Καθαρισμού,Απορρυπαντικά Πλυντηρίου,35,5.84,0.16,μεζ,284383.jpg,,synka,Synka,0,2024-07-24,2024-07-30
5201395160446,DIXAN GEL ΦΡΕΣΚ.ΑΝΟΙΞΗΣ 36Μ(1.62L) ,Απορρυπαντικά & Είδη Καθαρισμού,Απορρυπαντικά Πλυντηρίου,35,5.84,0.16,μεζ,284382.jpg,,synka,Synka,0,2024-07-24,2024-07-30
